nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Afficheur Stramatel 452mb7000,"3 589,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250445.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Afficheur mural radio-commandé avec la face avant en Lexan, polycarbonate anti-reflets incassable....","Afficheur mural radio-commandé avec la face avant en Lexan, polycarbonate anti-reflets incassable. La transmission des informations entre le pupitre et l'afficheur se fait par onde (ou par fil, à commander en option). | 14 sports programmés : Basket-ball (Homologué FIBA), Volley, Handball, Foot en salle, Tennis, Tennis de table, Badminton et Rink-hockey, Boxe, Lutte, Squash, etc. | L'affichage des informations se fait par leds de couleur haute luminosité type CMS double segments. Avertisseur sonore intégré. Entièrement modulaire et évolutif vers modules complémentaires (fautes individuelles, plots 24 secondes). Klaxon manuel ou automatique. | Score de 0 à 199. | Composition : | un afficheur, un pupitre, un boitier déporté amovible pour la commande du chronomètre et du klaxon, chargeur de batterie, une valisette, câble secteur souple 50m, une notice d'utilisation. | LE + PRODUIT : les mises à jour selon l'évolution des règlements se fait par clé USB. Simple, rapide, efficace. | CONNECTIVITE ET CONTR"
Afficheur Stramatel Multitop avec télécommande,"1 090,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457817.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Afficheur de table, transportable. Il s'agit d'un véritable afficheur mais en version portable.","Afficheur de table, transportable. Il s'agit d'un véritable afficheur électronique mais en version portable. | Il est adapté pour tous les sports suivants : | BASKET-BALL - HANDBALL - VOLLEY-BALL - FOOT EN SALLE - TENNIS - TENNIS DE TABLE - BADMINTON - HOCKEY, etc... | Le MULTITOP est très léger, ergonomique et il a des fonctions indispensables : La flèche de possession de balle (Basket-ball) ou l'indicateur de service (Volley-ball, Badminton, Tennis de Table, Tennis, etc...). L'indicateur de temps-morts (Basket-ball, etc...). | Il intègre un véritable pupitre de commande escamotable avec écran LCD rétro-éclairé (le même que pour les modèles haut de gamme). Il a sur sa face avant un avertisseur sonore intégré. | Il possède un port USB facilitant la mise à niveau des programmes selon l'évolution des réglementations fédérales. | Une télécommande de 4 boutons utilisable jusqu'à 30 mètre vous permettra de contrôler l'afficheur à distance. | Caractéristiques techniques : | Dimensions : 73 x 37 x 11,5 cm."
Afficheur Stramatel 452MS7000 spécial Handball,"2 930,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250446.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Afficheur Stramatel 452MS7000 spécial Handball,"Afficheur mural radio-commandé avec la face avant en Lexan, polycarbonate anti-reflets incassable. La transmission des informations entre le pupitre et l'afficheur se fait par onde (ou par fil, à commander en option). | 14 sports programmés : Basket-ball (Homologué FIBA), Volley, Handball, Foot en salle, Tennis, Tennis de table, Badminton et Rink-hockey, Boxe, Lutte, Squash, etc. | L'affichage des informations se fait par leds de couleur haute luminosité type CMS double segments. Avertisseur sonore intégré. Entièrement modulaire et évolutif vers modules complémentaires (fautes individuelles, plots 24 secondes). Klaxon manuel ou automatique. | Score de 0 à 199. | Composition : | un afficheur, un pupitre, un boitier déporté amovible pour la commande du chronomètre et du klaxon, chargeur de batterie, une valisette, câble secteur souple 50m, une notice d'utilisation. | LE + PRODUIT : les mises à jour selon l'évolution des règlements se fait par clé USB. Simple, rapide, efficace. | CONNECTIVITE ET CONTR"
"Afficheur Stramatel Multitop avec télécommande, sur batterie","1 199,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457818.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Afficheur de table, transportable. Il s'agit d'un véritable afficheur mais en version portable.","Afficheur de table, transportable. Il s'agit d'un véritable afficheur électronique mais en version portable. | Il est adapté pour tous les sports suivants : | BASKET-BALL - HANDBALL - VOLLEY-BALL - FOOT EN SALLE - TENNIS - TENNIS DE TABLE - BADMINTON - HOCKEY, etc... | Le MULTITOP est très léger, ergonomique et il a des fonctions indispensables : La flèche de possession de balle (Basket-ball) ou l'indicateur de service (Volley-ball, Badminton, Tennis de Table, Tennis, etc...). L'indicateur de temps-morts (Basket-ball, etc...). | Il intègre un véritable pupitre de commande escamotable avec écran LCD rétro-éclairé (le même que pour les modèles haut de gamme). Il a sur sa face avant un avertisseur sonore intégré. | Il possède un port USB facilitant la mise à niveau des programmes selon l'évolution des réglementations fédérales. | Une télécommande de 4 boutons utilisable jusqu'à 30 mètre vous permettra de contrôler l'afficheur à distance. | Caractéristiques techniques : | Dimensions : 73 x 37 x 11,5 cm."
Afficheurs Bodet de possession 24 secondes BT6002C Autonomes,"1 350,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287713.jpg?frz-v=95,"Tableaux d'affichage, Scores",,L'afficheur temps de possession 24 secondes BT6002C est spécialement conçu pour le basketball,"Afficheurs de possession 14/24sec autonomes Bodet | Les afficheurs temps de possession sont spécialement conçu pour le basketball et permettent d'afficher le temps possession pour le basket (5x5 et 3x3). | Ils peuvent être utilisés avec n'importe quel tableau de scores, toutes marques confondues, indépendemment du pupitre principal | Affichage : temps de possession 24sec avec bouton de remise à 14sec (paramétrable selon la discipline). | A poser au sol, ou sur un but de basket (kit support en option), ou au mur (platines support en option) | Dimensions : 41 x 30 x 11cm. | Poids : 2,3kg | Utilisation : Indoor ou sous abri. | Energie : électricité (230/110V). | Taille des chiffres : 2 chiffres de 20cm | Lisibilité : 90m | Angle de lecture : 160° | Communication : radio HF"
Afficheur Bodet de possession 24sec BT6002C pour pupitre SCOREPAD,"1 075,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287712.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Paire d'afficheurs temps de possession 24 secondes BT6002C est spécialement conçu pour le basketball,"Lot de  2 afficheurs de possession 14/24sec pour pupitre scorepad Bodet | Les afficheurs temps de possession sont spécialement conçu pour le basketball et permettent d'afficher le temps possession pour le basket (5x5 et 3x3). | Ils peuvent être utilisés avec n'importe quel tableau de scores de marque Bodet, équipé d'un pupitre scorepad. | Raccordé au scorepad, les afficheurs fonctionneront en mode synchronisé et le temps de possessions'arrêtera automatiquement lors de l'arrêt du chronomètre principal | Affichage : temps de possession 24sec avec bouton de remise à 14sec (paramétrable selon la discipline). | A poser au sol, ou sur un but de basket (kit support en option), ou au mur (platines support en option) | Dimensions : 41 x 30 x 11cm. | Poids : 2,3kg | Utilisation : Indoor ou sous abri. | Energie : électricité (230/110V). | Taille des chiffres : 2 chiffres de 20cm | Lisibilité : 90m | Angle de lecture : 160° | Communication : radio HF"
Horloge LED - IHM,"549,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29301495.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Chronomètre-Timer-Horloge-Thermomètre-Calendrier LED - 4 Chiffres 10 cm HH:MM - Etanche I67,"Horloge à diodes avec 4 chiffres de 10 cm pour une visibilité de l'heure (heures et minutes) et de la date jusqu'à 40m, en intérieur ou en extérieur (sous abri) grâce à son boîtier étanche IP66. L'horloge est commandée par une télécommande d'une portée de 10 m. L'afficheur possède également 30 alarmes programmables, un chronomètre et compte à rebours. Notez que pour avoir un signal sonore des alarmes ou du décompteur, il faudra commande le buzzer 1100RG/BUZ en option. Enfin, vous pourrez afficher la température avec la sonde température 1100RG/TEMP en option également. | Possibilité de connecter une antenne de synchronisation 1100RG/SYN (en option) pour que l'horloge soit toujours à l'heure automatiquement et radio pilotée par signal GPS selon fuseau horaire - L'antenne GPS assure, à travers le monde, une synchronisation horaire grâce à un réseau de 24 satellites. | Leds rouges / 4 Chiffres 10 cm pour une visibilité jusqu'à 40 m | Affichage fixe ou en alternance (réglable de 1 à 59 secondes)"
Afficheur Bodet BT2045 Classic et pupitre Pocket,"4 705,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287716.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Idéal pour la pratique du rugby ou du football, le BT2045 affiche le chronomètre et les scores en grande...","Afficheur Bodet BT2045 Classic idéal en extérieur pour stades | Le tableau BT2045 Classic est un tableau de scores d'extérieur, avec marquage LOC-VISIT par adhésif haute résistance | Chiffres de 45cm | Distance de lecture 200m | Affichage : Noms des équipes (LOC-VISIT), scores (2 x 99), chronomètre (4 chiffres MM:SS), klaxon (en option) | Dimension : 240 x 138 x 8,5cm. | Poids : 57kg | Etanche pour résister aux intempéries (IP54) avec tropicalisation des cartes électroniques garantissant une protection contre la corrosion dans les environnements salins, humides...etc | Robuste grâce à une conception en aluminium antichoc (IK07) | Traitement antireflet et LED haute luminosité | Communication: Radio HF868 MHz | Alimentation secteur 230V | Le pupitre pocket permet de gérer le chronomètre, les scores, l'heure. Il possède 9 programmes pré-enregistrés pour le football, rugby,  qui peuvent être modifiés selon vos besoins (nombre de période, temps de jeu, prolongations...) | Dimensions pupitre pocket : 143 x 90 x 3"
Chronomètre Horloge Stramatel,"635,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250449.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Chronomètre Horloge Stramatel,"Chronomètre et horloge (HH:MM et MM:SS en compte à rebours final) grande visibilité même avec du soleil. | Chiffres de hauteur 9 cm. | Très simple d'utilisation grâce à sa télécommande pour le réglage et ensuite avec ses 2 boutons pressoirs ON/OFF pour mettre en route et arrêter le chronomètre. | Idéal pour les sports comme le JUDO, l'ATHLETISME (courses de fond), le JORKYBALL et tous les sports où la gestion du temps est une priorité. | Affichage en alternance (réglable) ou soit en horloge, soit en chronomètre. Gestion du chrono en compte et décompte à votre choix. | Dimensions : 500 x 180 x 90 mm | Poids : 5 kg | Lisibilité : 35 m | Tailles des chiffres Informations principales : 9 cm. | Angle de lisibilité : 160 ° | Alimentation : secteur 230v 50/60hz | Livré avec câble d'alimentation, notices, une télécommande et une poire de contrôle 2 boutons. | Garantie de l'ensemble : 3 ans pièces et main d'oeuvre en atelier. Les diodes sont garanties 10 ans. | Les tableaux répondent à la norme DIN 18032/3 sur les choc"
Afficheur Bodet BT2025 Alpha+ SCOREPAD,"4 939,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287715.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Le tableau de bord BT2025 Alpha étanche, idéal pour utilisation extérieure avec affichage dynamique des...","Afficheur Bodet BT2025 Alpha idéal en extérieur pour stades | Le tableau BT2025 Alpha est un tableau de scores d'extérieur, avec noms des équipes paramétrables. | Chiffres de 25cm | Distance de lecture 120m | Affichage : Noms des équipes (10 caractères), scores (2 x 99), chronomètre (4 chiffres MM:SS), klaxon (en option) | Dimension : 150x113x8,5cm. | Poids : 44kg | Utilisation : Extérieure. | Etanche pour résister aux intempéries (IP54) avec tropicalisation des cartes électroniques garantissant une protection contre la corrosion dans les environnements salins, humides...etc | Robuste grâce à une conception en aluminium antichoc (IK07) | Traitement antireflet et LED haute luminosité | Communication: Radio HF868 MHz ou filaire. | Le Scorepad est un pupitre tactile qui contrôle les afficheurs de scores Bodet indoor, outdoor et les solutions vidéo LED. | L'écran tactile de 7 pouces de 800x480 pixels le rend très facile à utiliser, il permet de sélectionner un sport pour afficher les informations conformes aux"
Afficheur Bodet BTX6015 Basket 3X3,"3 479,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457824.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Pack complet d'affichage de score pour la pratique du basket 3x3 en extérieur,"Afficheur Bodet BTX6015 basket 3x3 | L'afficheur BTX6015 est un tableau dédié au le basket 3x3 dans des environnements spécifiques. | Il est conçu pour être utilisé en intérieur ou extérieur | Chiffres de 15cm | Distance de lecture 60m | Affichage : Noms des équipes (A-B), scores (2 x 99) | Dimension : 107 x 38,5 x 9cm. | Poids : 8kg | Utilisation : Intérieure ou Extérieure. | Etanche pour résister aux intempéries (IP54) avec tropicalisation des cartes électroniques garantissant une protection contre la corrosion dans les environnements salins, humides...etc | Robuste grâce à une conception en aluminium antichoc et vitre de protection (IK07) | Traitement antireflet et LED haute luminosité | Communication: Radio HF868 MHz ou filaire. | Le Scorepad est un pupitre tactile qui contrôle les afficheurs de scores Bodet indoor, outdoor et les solutions vidéo LED. | L'écran tactile de 7 pouces de 800x480 pixels le rend très facile à utiliser, il permet de sélectionner un sport pour afficher les informations conformes"
Afficheur Bodet BT2045 Alpha et SCOREPAD,"7 915,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457823.jpg?frz-v=95,"Tableaux d'affichage, Scores",,"Conçu pour la pratique du rugby ou du football, le BT2045 affiche en grande taille le chronomètre et les...","Afficheur Bodet BT2025 Alpha idéal en extérieur pour stades | Le tableau BT2045 Alpha est un tableau de scores d'extérieur, avec noms des équipes paramétrables. | Chiffres de 45cm | Distance de lecture 200m | Affichage : Noms des équipes (10 caractères), scores (2 x 99), chronomètre (4 chiffres MM:SS), klaxon (en option) | Dimension : 240 x 187,5 x 8,5cm. | Poids : 100kg | Etanche pour résister aux intempéries (IP54) avec tropicalisation des cartes électroniques garantissant une protection contre la corrosion dans les environnements salins, humides...etc | Robuste grâce à une conception en aluminium antichoc (IK07) | Traitement antireflet et LED haute luminosité | Communication: Radio HF868 MHz ou filaire. | Le Scorepad est un pupitre tactile qui contrôle les afficheurs de scores Bodet indoor, outdoor et les solutions vidéo LED. | L'écran tactile de 7 pouces de 800x480 pixels le rend très facile à utiliser, il permet de sélectionner un sport pour afficher les informations conformes aux règlementations spo"
Afficheur sc24,"1 380,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250461.jpg?frz-v=95,"Tableaux d'affichage, Scores",,Jeu d'afficheurs électroniques radio-commandés autonomes avec 1 avertisseur intégré par plot pour la règle...,"Jeu d'afficheurs électroniques pour la règles des 24 secondes au Basket et pour la nouvelle règle des 14 secondes FIBA 2010. Klaxon intégré. | Peut-être utilisé uniquement avec un afficheur Stramatel. Son fonctionnement est filaire et radio-commandé. A poser au sol ou sur un but de basket. | Hauteur des chiffres : 23 cm. | Lisibilité : 100 m. | L'ensemble comprend les 2 tableaux lumineux, 1 pupitre de commande (avec grand écran) dans une valise de rangement, 1 klaxon automatique, 2 câbles d'alimentation de 25m, 1 cordon de liaison (si connexion avec le pupitre des scores). | Dimensions de chacun des plots : 50 x 30 x 6,5 cm. | Homologué FIBA. | La prochaine règle des 14 secondes est déjà intégrée au pupitre ! | Livré avec pupitre de commande."
Gripple et câble pour traversée de rue - Block Gripple,"259,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG7269831.jpg?frz-v=95,Fixations et équipements en hauteur,,Description courte non disponible,"Kit de 2 Gripples et 1 câble étamé soudé de chaque côté D6mm L15m pour suspendre, haubaner et sécuriser tout type d’équipement en traversée de rue | Temps de travail en hauteur réduit par une (dés)installation rapide via un système de déverrouillage intégré (sans clé) et des boutons ergonomiques | Système de blocage 1/4 de tour, qui empêche les mouvements dynamiques | Charge de travail de 100 kg (Certifié Apave) | Idéal pour tous les équipements de services lourds (électriques, CVC...) ou pour tendre un câble de grande longueur | Lot de 10 Gripples pour une connexion rapide et sécurisée sur les câbles de traversée de rue D6mm à commander séparément"
Fontaine à eau Froide - Tempérée - Manutan Expert,"709,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG5265749.jpg?frz-v=95,Fontaines à eau,,Permet de maintenir une bonne hydratation tout au long de la journée !,"Fontaine à eau esthétique, compact et fiable. | Simple d’utilisation. | Fontaine avec refroidissement puissant à banc de glace. | Installation sur une conduite d'eau normale avec une connexion M3/8."
Fontaine à eau Froide/Tempérée/Chaude - Manutan Expert,"915,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG5265751.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Fontaine à eau esthétique, compact et fiable. | Simple d’utilisation. | Fontaine avec refroidissement puissant à banc de glace. | Système de filtration."
Bonbonne d'eau de source 18 L,"21,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG1819733.jpg?frz-v=95,Fontaines à eau,,La fraîcheur naturelle à votre portée !,Bonbonne d'eau de source idéale pour vos espaces d'accueil ou de restauration. | Eau minérale d'une contenance de 18 litres. | Eau de boisson naturellement purifiée. | Nous vous conseillons de nettoyer votre appareil tous les trimestres pour une hygiène optimale.
Distributeur de gobelets pour fontaines Lumio,"46,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG7838406.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Distributeur de gobelets pour fontaine Lumio. | Capacité 100 gobelets.
Fontaine à eau EVOLUTION EF/ET + WaterSafe Mistral,"535,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG41624653.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Version production eau froide & tempérée, débit 50 L/h. | Système antifuite Watersafe inclus. | Protection sanitaire des robinets pour une meilleure hygiène. | Filtration haute performance grâce au kit de filtration Carbon block 100% hygiénique, traitement 5000L. | Témoin d’usure du filtre à eau. | 2 sorties d’eau : 1 eau froide, 1 eau tempérée. | Production eau froide : 15L/h (T 10°C). | Réfrigération :  Circuit de refroidissement indépendant. Compresseur hermétique. Gaz naturel R600A. | Carrosserie : Revêtement anti-rayure. Côtés métal gris. Façade et plateau noir intense. Poignée de transport en ABS. Chauffe-eau (1L) inox, résistance inox 500 watts. | Traitement 5000L d’eau. Sécurité anti-brûlure eau chaude. | Dimensions totales : hauteur 1020 mm, largeur 320 mm, profondeur 375 mm. | Poids : 16 kg."
Filtre à eau triple action 5000 Z Mistral,"70,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG6387028.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Filtre à eau compatible avec les fontaines EVOPURE TT | Elimine les impuretés du sable et des sendiments | Réduit le taux de Chlore et des mauvais goûts et odeurs | Réduit l'entartrage et le colmatage par le calcaire | Capacité de traitement 5000L d'eau | Pressions d’eau : | - Débit Normal de fonctionnement : 168 litres/heure | - Pression Maxi de fonctionnement : 8,0 bar, | - Pression Mini de fonctionnement : 0,7 bar | Températures moyennes : | - Température Maxi de l’eau : 38º C | - Température Mini de l’eau : 2º C | Dimensions : | - Longueur : 27,5 cm | - Diamètre : 5,1 cm"
Filtre Filtropure 5000 8mm toutes les fontaines sauf Evopure TT,"62,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG7238715.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Filtre à eau triple actions compatible avec toutes les fontaines et refroidisseurs. | Élimination des impuretés, du sable et des sédiments susceptibles d’endommager les équipements situés en fin de circuit. | Réduction du taux de chlore et des autres mauvais goûts et odeurs, qui peuvent être présents dans l’eau. | Réduction significative de l’entartrage des éléments chauffants et le colmatage par le calcaire. | Dimensions : Longueur : 29.9 cm, diamètre : 5,1 cm | Connexions : 8mm queue lisse (5/16’’) | Charbon actif en granulés Cristaux de Polyphosphate Filtre à sédiment | Pressions d’eau :Minimum : 0,7 bars. Maximum : 8 bars | Températures moyennes : Température Maxi de l’eau : 38º C. Température Mini de l’eau : 2º C."
Etui de 6 minidoses pour kit de désinfection fontaine à eau,"43,25 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG7838408.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Lot de 6 minidoses pour kit de désinfection fontaine à eau.
Fontaine à eau Senorita C40EF Mistral,"999,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG21400746.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Protection sanitaire du robinet pour une meilleure hygiène | Fontaine compacte avec dosseret inox protégeant le mur des éclaboussures | Evacuation externe | Réfrigération : système à détente directe ou détente directe à banc de glace. Compresseur hermétique. Circuit de refrigération et de distribution d’eau indépendants. Condenseur ventilé. Gaz naturel R600A. | Console et évier en inox avec pieds vérins réglables, chauffe-eau (2L) inox à thermostat réglable et résistance inox 2 000 watts. | Débit 150 L/h. | Dimensions : hauteurs 1350mm (totale) et 980 mm (sol au robinet). Largeur et profondeur 320 mm. | Poids : 35 kg."
Fontaine Refroidisseur RDC 160 V + WaterSafe Mistral,"1 760,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG43315430.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Version eau froide avec système antifuite WaterSafe permettant de sécuriser électriquement la fontaine à eau en cas de fuites entre l'arrivée d'eau et la fontaine. | 2 sorties avec protection sanitaire actionnées par boutons 3 positions, arrêt, continu, séquentiel. | Buses de distribution internes pour éviter tout risque de biocontamination. | Dosseret inox protégeant le mur des éclaboussures. | Evacuation externe. | Fontaine refroidisseur RDC 160V : | Débit : 300 L/h. Production eau froide 80 L/h. Température entrée d'eau : 15/20 C°. Température sortie d'au froide : 6/12 C°. | Grille inox pour poser les carafes. | Réfrigératon : sytème à détente directe banc de glace, circuit de refrigération et de distribution d’eau indépendants, compresseur hermétique, condenseur ventilé avec filtre à air, gaz naturel R290. | Carrosserie : revêtement inox, console inox, grille inox pour poser les carafes, façade démontable, pieds vérins réglables. | Dimensions totales : hauteur 1420 mm, largeur 400 mm, profondeur 350 m. | Poids 43 kg. | Système WaterSafe incluant : électrovanne d’entrée d’eau, clapet anti-retour obligatoire sur toutes les installations, régulateur de pression qui contrôle la pression d’arrivée d’eau, le raccordement complet jusqu’à la fontaine. | Température ambiante max :60°C max. Température d'entre d'eau max : 25°C max. Débit 2 à/to 30 litres/min. Pression du réseau d'eau : 0,2 à/to 10 bars. Pression d'eau"
Fontaine à eau EVOLUTION EF/EC + WaterSafe Mistral,"599,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG41624654.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Version production eau froide & chaude, débit 50 L/h. | Système antifuite Watersafe inclus. | Protection sanitaire des robinets pour une meilleure hygiène. | Filtration haute performance grâce au kit de filtration Carbon block 100% hygiénique, traitement 5000L. | Témoin d’usure du filtre à eau. | 2 sorties d’eau : 1 eau froide, 1 eau chaude. | Production eau froide : 15L/h (T 10°C). Production eau chaude : 60 Verre/h. | Réfrigération :  Circuit de refroidissement indépendant. Compresseur hermétique. Gaz naturel R600A. | Carrosserie : Revêtement anti-rayure. Côtés métal gris. Façade et plateau noir intense. Poignée de transport en ABS. Chauffe-eau (1L) inox, résistance inox 500 watts. | Traitement 5000L d’eau. Sécurité anti-brûlure eau chaude. | Dimensions totales : hauteur 1020 mm, largeur 320 mm, profondeur 375 mm. | Poids : 17 kg"
Fontaine EDA 45 - 1 sortie Froide Filtrée - 39L,"865,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG6302055.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Débit de 20 à 45 L/H : jusqu’à 50 gobelets d’eau réfrigérée à la suite. | Carrosserie monobloc en tôle plastifiée. | Fontaine avec cuvette équipée d’un robinet col de cygne. | Refroidissement à banc de glace haute performance (technologie avancée). | Échangeur inox à détente directe, banc de glace : aucune stagnation de l’eau dans un réservoir. | Existe en 2 coloris."
Fontaine à eau EVOPURE grise TableTop EF/ET + WaterBlock Mistral,"785,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG43581456.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Fontaine à eau Evopure eau froide et tempérée. | Protection sanitaire des robinets pour une meilleure hygiène. | Témoin d’usure du filtre à eau. | Témoin de contrôle du niveau du bac récupérateur avec sécurité. | Réfrigération : Système à détente directe banc de glace. Circuit de réfrigération et de distribution d’eau indépendants. Compresseur hermétique. Condenseur statique. Gaz naturel R600A. | Sécurité active : Contrôle de niveau du bac ré cuperateur signalé par voyant lumineux avec mise hors-service en cas de trop-plein. Contrôle du niveau d’usure du filtre signalé par voyant lumineux. Programme d’ouverture temporisée des électro vannes pour débactérisation. | Débit : 100 L/H. | Production eau froide : 30 L/h. | Température entrée d'eau : 15/20 C°. | Température sortie d'eau : 6/12 C°.
Fontaine Refroidisseur RDC 160 V EF + WaterBlock + Pédales Mistral,"1 929,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG43581458.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Fontaine refroidisseur eau froide, modèle avec pédale. | Dispose du système WaterbLock, vanne de sécurité permettant de sécuriser l'installation de la fontaine à eau et prévenir des fuites d'eau. | 2 sorties avec protection sanitaire et actionnées par boutons 3 positions, arrêt, continu, séquentiel. | Buses de distribution internes pour éviter tout risque de biocontamination. | Dosseret inox protégeant le mur des éclaboussures. | Débit : 300 L/h. | Production eau froide : 80 L/h. | Température entrée d'eau : 15/20 C°. | Température sortie d'eau froide : 6/12 C°. | Evacuation externe. | Réfrigération : système à détente directe banc de glace. Circuit de refrigération et de distribution d’eau indépendants.Compresseur hermétique. Condenseur ventilé avec filtre à air. Gaz naturel R290. | Carrosserie : revêtement et console inox. Grille inox pour poser les carafes. Façade démontable. Pieds vérins réglables. | Dimensions : hauteur 1420 mm, largeur 400 mm, profondeur 350 mm."
Kit de désinfection fontaines à eau - 6 entretiens réutilisables,"215,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG7838407.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Kit de désinfection pour fontaines pour 6 entretiens réutilisables.
Fontaine à eau EVOPURE AIR EF/ET/EC+ WaterBlock Mistral,"1 189,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG43581457.jpg?frz-v=95,Fontaines à eau,,"Esthétique, compacte et fiable, la fontaine à eau EVOPURE® A.I.R trouve sa place dans tous les...","Fontaine à eau froide, tempérée et chaude avec système mécanique antifuite WaterBlock. | Distribution par capteurs infrarouges. | Sécurité anti-brûlure eau chaude et distributeur intégré de gobelets. | Témoins d’usure du filtre à eau et de contrôle du niveau du bac récupérateur avec sécurité. | Fontaine : | Débit : 100 L/h. | Production eau froide : 40 L/h. Production eau chaude : Verre/h 60. | Température entrée d'eau : 15/20 C°. Température sortie d'eau : 6/12 C°. Température sortie d'eau chaude : 75/80 C°. | Réfrigération : système à détente directe banc de glace. Circuit de réfrigération et de distribution d’eau indépendants. Compresseur hermétique. Condenseur statique. Gaz naturel R600A. | Carrosserie : côtés métal avec revêtement anti-rayure gris.  Plateau et façade pur blanc ou noir intense. Roulettes de transport intégrées. Pieds vérins réglables. Chauffe-eau (1L) inox, résistance inox 500 watts. | Sécurité active : contrôle de niveau du bac récupérateur signalé par voyant lumineux avec mise hors-service en cas de trop-plein. Contrôle du niveau d’usure du filtre signalé par voyant lumineux.  Programme d’ouverture temporisée des électrovannes pour débactérisation. Distribution de l’eau par sélection à distance. | Système WaterBlock : Système mécanique qui active automatiquement l"
