nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
kit SAV poignée orange de volley GES,"21,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457992.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",kit SAV poignée orange de volley  GES,"Poignée de remplacement pour le système de réglage de hauteur pour les poteaux de volley GES Regular, Intensif et Evolution."
Coulisse seule coté tension pour Poteau de volley GES regular,"193,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457990.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Coulisse seule côt tension pour Poteaux de volley GES  regular,Coulisse de remplacement pour le côté tension du filet des poteaux de volley GES Regular (référence : VB1001 et VB1002)
Pompe seule poteau de volley intensif GES,"84,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457994.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Pompe seule poteau de volley intensif GES,Système de tension à pompe pour remplacement sur les poteaux de volley GES Intensif.
Adaptateur de profondeur de fourreaux GES,"60,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457988.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Paire d'adaptateurs de profondeur de fourreaux GES,Paire d'adaptateurs de profondeurs pour fourreaux existants. | Adaptateurs en acier à insérer dans vos fourreaux de 90mm pour un réglage facile et aisée de la profondeur.
Paire de coulisses seules pour poteaux de volley GES intensif,"455,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457989.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Coulisses seules pour Poteaux de volley GES  intensif,Ensemble de 2 coulisses de remplacement pour nos poteaux de volley GES Intensif (référence : VB1003). | 2 coulisses : | côté tension | côté neutre
Coulisses seules pour Poteaux de volley GES intensif,"220,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457995.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Coulisse seule coté pompe pour poteau de volley GES intensif,Coulisse de remplacement côté tension avec système à pompe pour les poteaux de volley.
Protections poteaux volley-ball - GES,"289,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469120.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","2 protections de poteaux de volley en mousse, recouverte d'une bâche, avec finition auto-agrippante...",Protections de poteaux de volley-ball en mousse recouverte d'une bâche. | Avec finition par bande auto-agrippante horizontale pour faciliter le passage des câbles et tendeurs de fixation du filet. | Pour poteaux de diamètre 90 mm. | Hauteur : 2 m. | Coloris : bleu.
Paire de coulisse seule pour poteaux de volley GES regular,"289,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457991.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Coulisse seule pour Poteaux de volley GES  regular,Coulisse de remplacement côté non-tension des poteaux de volley GES Regular (référence : VB1001 et VB1002)
Mires de volley ball à vis,"85,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469137.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","2 tiges en fibre de verre réglementaire, officiel FIVB et FFVB, une incontestable innovation qui permet un...","Mire de volley avec tige en fibre de verre réglementaire, officiel FIVB et FFVB, une incontestable innovation qui permet un montage ultra rapide. | En un tour de main la mire est en place. | Blocage de la mire par un système à vis en haut et en bas du filet."
Enrouleur filet de Volley,"35,90 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29458034.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Support ingénieux, idéal pour le rangement de filet de volley, évite les détériorations prématurées.","En métal galvanisé, support très robuste | Solution simple pour ranger un filet de volley | Evite les détériorations prématuréé | Montage et démontage rapide. | Manipulation facilitée grâce à son manche pivotant."
Housse bandes auto-agrippantes pour mires,"15,69 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457998.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Remplacement de votre housse pour mires ou peut être utilisé comme délimitation du terrain.,Remplacement de votre housse pour mires ou peut être utilisé comme délimitation du terrain.
Mires de volley bande auto-agrippante standard,"51,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469136.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Tige en fibre de verre de 1.80 m, rouge et blanc réglementaire. Le support de tige est amovible avec...","Mire fabriquée avec une tige en fibre de verre de 1.80 m, rouge et blanc réglementaire. | Le support de tige est en toile nylon blanc amovible avec système de fixation par bande auto-agrippante. | Vendues par paire."
Plaques arrimage et ancrage sandkit sun volley,"90,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG74404275.jpg?frz-v=95,Volleyball,Beach Volley,Kit complet pour l'arrimage le matériel de beach dans le sable.,"Kit complet pour l'arrimage le matériel de beach dans le sable. | Ce kit comprend : | 4 grandes plaques en aluminium avec cordons et mousquetons pour l'ancrage des poteaux, | 4 petites plaques avec cordons élastiques et mousquetons pour l'ancrage des lignes de délimitation. | Livré avec notice de montage."
Mire de volley de compétition Approuvé FIVB,"183,67 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250562.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",mire à vis de volley de compétition Approuvé FIVB,"Mire à vis de volley de compétition | Mire de volley ball conforme à la réglementation internationale, en fibre de verre , | S'installe très rapidement grâce au système de vis en haut et en bas du filet. | Vendue par paire."
Sandows de tension - Godet,"8,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250565.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",jeu de 2 sandows de tension pour filet avec crochets de sécurité. Longueur : 60 cm,jeu de 2 sandows de tension pour filet avec crochets de sécurité. | longueur : 60 cm
Cable 12.10 metres,"22,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287767.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",câble pour filet de volley,"Câble en acier gainé diamètre 4 mm, | Longueur : 12.1 m"
Corde Délimitation de terrain de Beach Volley,"55,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG78028867.jpg?frz-v=95,Volleyball,Beach Volley,Corde de délimitation de terrain (18 x 9 m) équipée de piquets d'ancrage aux 4 coins.,"Corde de délimitation de terrain (18 x 9 m) équipée de piquets d'ancrage aux 4 coins. | Livrée sans support enrouleur de rangement | Qualité améliorée, fabrication en Europe | Ajustement rapide aux différentes tailles de terrains"
Mires de volley avec attache par laçage,"66,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250561.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Mires conformes à la réglementation internationale, les supports de mires se présentent sous forme d'une...","Mire de volley ball conforme à la réglementation internationale, les supports de mires se présentent sous forme d'une bande blanche de délimitation de 50 mm avec une gaine de support noire pour la mire de 1.80 m de long. | Montage du support par laçage. | Vendues par paire."
Treuil à cremaillere club,"112,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29457996.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Treuil à tension rectiligne CLUB, idéal pour les poteaux de volley et de tennis",Treuil à tension rectiligne CLUB pour poteau de volley et de tennis | entraxe de perçage : 12cm. | Livré avec manivelle.
2 mires - compétition,"42,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29287765.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",2 mires de compétitions conçues pour respecter la limite officielle du terrain en compétition.,"Les mires rouges et blanches sont faciles à voir, de sorte que les arbitres peuvent évaluer la situation rapidement. | La mire se glisse facilement dans son support (VB1156) pour un positionnement correct sur le filet. | Matière : composite. | Type de profil : rond. Dimension du profil : Ø10 mm. | Hauteur : 1,80 m. Poids : 0,5 kg. | Conforme à la norme NF EN 1271."
Support de mire de Volleyball,"54,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29250552.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","Paire de supports de mires de Volleyball, conçue pour la compétition.","Support de mires | Pour les filets de Volley compétition | Pour mire VB1153 | Bande blanche sur le support servant de repère visuel pour marquer les lignes du court (obligatoire pour les compétitions). | Deux extrémités de chaque support entourent le filet et s'attachent ensemble avec du velcro. | L'antenne se glisse facilement dans le support pour un positionnement correct sur le filet. | Matériau : PVC. | Longueur : 1,50 m. | Poids : 0,4 kg/paire. | Couleur : blanc. | Composition : 2 supports de mires"
Fourreau aluminium,"85,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG48946687.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley","2 fourreaux en aluminium idéaux pour des poteaux de volley et tennis , diamètre 90 mm.","Paire de fourreaux en aluminium pour poteaux de volley ou de tennis rond, de diamètre 90 mm. | Modèle anti-corrosion | Profil cannelé pour un manchonnage facile | Profondeur utile : 390 mm | Longueur du fourreau : 500 mm | Livrés avec couvercles stables et résistants"
Podium d'arbitrage,"686,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29469131.jpg?frz-v=95,Volleyball,"Poteaux, Accessoires terrains de Volley",Podium de Volley en tube aluminium plastifié blanc. Hauteur de la plateforme : 1.37 m.,"Podium de Volley en tube aluminium plastifié blanc. | Hauteur de la plateforme : 1.37 m | Hauteur totale : 2,41 m | Hauteur Plate-forme : 1,37 m | Largeur : 0,83 m | Profondeur au niveau des piètements : 1,18 m | Poids : 14 kg"
Tee de rugby réglable Gilbert,"21,67 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29283051.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Tee de rugby réglable Gilbert idéal pour les butteurs.,Tee réglable en hauteur avec système de pas de vis. | Modèle idéal pour les buteurs car ajustable à hauteur de frappe optimale. | Ajustable de 3 cm à 6 cm. | Coloris : bleu/vert.
Tee de rugby Standard Club,"4,61 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29283046.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Tee de rugby standard idéal pour les tirs au but à l'entraînement comme au match.,Tee de rugby standard pour les coups de pieds arrêtés. | Il facilite un bon positionnement du ballon. | Coloris : bleu. | Fabriqué en Europe.
Protection rugby Gilbert contact top,"83,33 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29241953.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,"Protection de rugby, cet équipement fournit une protection intégrale du haut du corps.",Équipement d'entraînement réversible vert/noir pour une organisation plus facile des séances d'entraînement. | En tissu nylon oxford ultra résistant avec matelassage en mousse dense pour une très bonne absorption des chocs et une meilleure protection. | Cet équipement fournit une protection intégrale du haut du corps. | Coloris : vert/noir. | Taille senior.
Crampon à visser - Rugby League - alu - 14/17mm - Uhlsport,"15,83 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG89009939.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Crampons à visser Uhlsport Alu Rugby League alu,Crampon à visser - Rugby League - alu - 14/17mm - Uhlsport | Alu rugby league
Crampon à visser - Rugby - gris clair - 14/17mm - Uhlsport,"13,33 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG88805219.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Crampons à visser Uhlsport Alu Rugby,"Crampon à visser - Rugby - gris clair - 14/17mm - Uhlsport | Alu rugby league | longueur: 14/17 mm, 17/19 mm"
Crampon à visser - Rugby League - alu - 17/19mm - Uhlsport,"16,67 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG71889538.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Crampons à visser Uhlsport Alu Rugby League alu,Crampon à visser - Rugby League - alu - 17/19mm - Uhlsport | Alu rugby league
Crampon à visser - Rugby - gris clair - 17/19mm - Uhlsport,"14,17 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG71889729.jpg?frz-v=95,Rugby,Equipement d'entrainement Rugby,Crampons à visser Uhlsport Alu Rugby,"Crampon à visser - Rugby - gris clair - 17/19mm - Uhlsport | Alu rugby league | longueur: 14/17 mm, 17/19 mm"
Batte de baseball 24 Casal Sport,"36,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29238850.jpg?frz-v=95,Baseball et Softball,Battes de Baseball,"Batte de baseball en aluminium, de haute qualité, spécialement conçue pour la pratique avec un Tee-ball et...",Batte de baseball en aluminium de haute qualité spécialement conçue pour la pratique avec un Tee-ball et pour envoyer la balle sur une plus courte distance. | Utilisation en collectivité et de façon intensive. | Longueur 61cm (24 pouces). | Poids : 390 g.
Balle de baseball 9 Soft Flex fluo,"7,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29299504.jpg?frz-v=95,Baseball et Softball,Balles de Baseball et Softball,La meilleure balle de baseball souple du marché. Revêtement en cuir synthétique. Elle résiste aux frappes...,"La seule balle souple avec revêtement en cuir synthétique que nous avons sélectionnée parce qu'elle résiste aux frappes à la batte. | Elle est parfaitement adaptée pour une utilisation dans le cadre scolaire car elle est est plus souple qu'une balle standard. | Elle est adaptée pour une utilisation en club pour les jeunes licenciés. | Diamètre : 7,5 cm. | Poids : 70 g"
